,index,Sample,Nucleotide,Timepoint,Plate,FileNumber,filename,time,fu,nt,peak_idx,widths,loc_curated,w_curated,peak_nts,peak_area,backgd_area,peak_area_backsub,total_area,frac_intact,frac_norm
75,75,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,5,7,4,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.02673172  0.00553687 -0.00474044 ...  0.05467987  0.05467987
  0.05467987]","[ -104.48413483  -102.8814573   -101.29193773 ... 17424.27558433
 17473.00938724 17521.82718842]",[110 263 331 394],[5.85804469 8.29849391 9.26528594 9.80313334],[110 263 394],[5.85804469 8.29849391 9.80313334],[ 23.47343376 276.56464639 868.94286313],[ 75.0526251  54.4390135 107.564216 ],[ 6.659547  18.1632132 55.10836  ],[68.3930781 36.2758003 52.455856 ],407.0874980649999,1.4460289109045514,0.5490057087800156
76,76,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0,7,5,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00870514  0.00128786  0.0010419  ... -0.03335571 -0.03335571
 -0.03335571]","[ -104.48413483  -102.8814573   -101.29193773 ... 17424.27558433
 17473.00938724 17521.82718842]",[110 263 396 508],[ 5.99556284  8.68054808  7.55563034 10.24715819],[110 263 396],[5.99556284 8.68054808 7.55563034],[ 23.47343376 276.56464639 882.13789857],[ 73.9769046  43.9792277 188.8583672],[ 6.2157156 12.0807315 41.4362088],[ 67.761189   31.8984962 147.4221584],369.9056694505099,4.62160214311294,1.0
77,77,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,1,7,6,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.01297435 0.02462022 0.03047835 ... 0.1321487  0.1321487  0.1321487 ],"[ -104.48413483  -102.8814573   -101.29193773 ... 17424.27558433
 17473.00938724 17521.82718842]",[110 263 396],[5.93098305 8.31047103 7.95895877],[110 263 396],[5.93098305 8.31047103 7.95895877],[ 23.47343376 276.56464639 882.13789857],[ 75.3536502  58.8843259 186.218476 ],[ 6.4354938 17.3676267 59.046    ],[ 68.9181564  41.5166992 127.172476 ],455.27239145700014,3.063164424208369,0.662792756571022
78,78,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,3,7,7,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.01778251 0.01553014 0.02580285 ... 0.06329346 0.06329346 0.06329346],"[ -104.48413483  -102.8814573   -101.29193773 ... 17424.27558433
 17473.00938724 17521.82718842]",[110 264 396],[5.88984562 8.38845535 9.13127016],[110 264 396],[5.88984562 8.38845535 9.13127016],[ 23.47343376 279.37745695 882.13789857],[ 67.59105567  56.5683088  167.035843  ],[ 6.47728542 16.4170998  71.73507   ],[61.11377025 40.151209   95.300773  ],449.059139976,2.373546784108045,0.5135766149072519
79,79,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,5,7,8,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00160324 -0.0267005  -0.05085892 ...  0.1075287   0.1075287
  0.1075287 ]","[ -104.48413483  -102.8814573   -101.29193773 ... 17424.27558433
 17473.00938724 17521.82718842]",[110 263 396],[ 5.89464864  8.28323488 10.34818708],[110 263 396],[ 5.89464864  8.28323488 10.34818708],[ 23.47343376 276.56464639 882.13789857],[ 68.1160399  54.340336  124.062723 ],[ 6.058722  17.9305452 60.202967 ],[62.0573179 36.4097908 63.859756 ],432.8745117799997,1.7539171359369632,0.379504137661575
80,80,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0,7,9,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.01927397 0.03266186 0.03659668 ... 0.1070518  0.1070518  0.1070518 ],"[ -104.48413483  -102.8814573   -101.29193773 ... 17424.27558433
 17473.00938724 17521.82718842]",[110 264 389 494],[5.83971933 8.4272048  5.31072374 6.1326456 ],[110 264 389],[5.83971933 8.4272048  5.31072374],[ 23.47343376 279.37745695 836.58132464],[ 64.7349155  48.682546  173.4307052],[ 5.6821554 12.3749937 35.8195722],[ 59.0527601  36.3075523 137.611133 ],365.94841763990013,3.7901517530830624,1.0
81,81,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1,7,10,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.04163178 0.05023716 0.04386128 ... 0.09698868 0.09698868 0.09698868],"[ -104.48413483  -102.8814573   -101.29193773 ... 17424.27558433
 17473.00938724 17521.82718842]",[110 263 389 495],[5.85487363 8.48618304 6.0220011  7.2259414 ],[110 263 389],[5.85487363 8.48618304 6.0220011 ],[ 23.47343376 276.56464639 836.58132464],[ 62.41673    62.2237044 167.351044 ],[ 6.1501422 19.4045652 47.288675 ],[ 56.2665878  42.8191392 120.062369 ],427.6430161590002,2.803941677557125,0.7397966783985063
82,82,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,3,7,11,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02762958 0.03577242 0.05507421 ... 0.1576881  0.1576881  0.1576881 ],"[ -104.48413483  -102.8814573   -101.29193773 ... 17424.27558433
 17473.00938724 17521.82718842]",[110 264 327 389],[5.8290302  8.5582701  7.21761262 6.69988973],[110 264 389],[5.8290302  8.5582701  6.69988973],[ 23.47343376 279.37745695 836.58132464],[62.3538307 49.566489  96.12933  ],[ 5.2735092 16.5060972 36.12217  ],[57.0803215 33.0603918 60.00716  ],356.85017939999983,1.8150770977856345,0.4788929879414927
83,83,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,5,7,12,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample12.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.0552154  0.03942483 0.01943827 ... 0.2500153  0.2500153  0.2500153 ],"[ -104.48413483  -102.8814573   -101.29193773 ... 17424.27558433
 17473.00938724 17521.82718842]",[110 265 328 391],[5.84151226 8.93808741 8.01079672 7.60579026],[110 265 391],[5.84151226 8.93808741 7.60579026],[ 23.47343376 282.21161819 849.41914455],[60.9533212 33.0035125 54.032176 ],[ 5.7301632 12.532266  23.321664 ],[55.223158  20.4712465 30.710512 ],261.29617834000004,1.500177920284434,0.39580946041649356
84,84,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0,8,1,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample1.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.04043711 0.02149307 0.0088295  ... 0.09976959 0.09976959 0.09976959],"[  -41.21288389   -40.65299426   -40.09543191 ... 18506.09409423
 18562.74010132 18619.50903634]",[110 263 401 525],[ 5.99618949  8.04464871  6.83047988 13.60876959],[110 263 401],[5.99618949 8.04464871 6.83047988],[ 23.65575317 274.03492792 908.20166566],[101.1642142  43.2017768 215.284773 ],[10.1570412 12.5352612 63.35056  ],[ 91.007173   30.6665156 151.934213 ],467.6142834099998,4.954400916679297,1.0
85,85,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1,8,2,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0284996  -0.03472777 -0.03667376 ...  0.01523972  0.01523972
  0.01523972]","[  -41.21288389   -40.65299426   -40.09543191 ... 18506.09409423
 18562.74010132 18619.50903634]",[110 263 402],[5.90760897 8.25233981 7.69239483],[110 263 402],[5.90760897 8.25233981 7.69239483],[ 23.65575317 274.03492792 914.88922796],[ 97.819911   60.0059269 179.811814 ],[ 9.754242  17.2196766 60.370712 ],[ 88.065669   42.7862503 119.441102 ],484.6477815599999,2.791576760350042,0.5634539487815826
86,86,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,3,8,3,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00112747 -0.00910249 -0.02658778 ...  0.01990891  0.01990891
  0.01990891]","[  -41.21288389   -40.65299426   -40.09543191 ... 18506.09409423
 18562.74010132 18619.50903634]",[110 263 402],[5.89754621 8.22433176 9.12906097],[110 263 402],[5.89754621 8.22433176 9.12906097],[ 23.65575317 274.03492792 914.88922796],[ 95.5361108  60.9804824 132.637435 ],[ 9.1456308 17.2650249 58.2764   ],[86.39048   43.7154575 74.361035 ],464.10939730999985,1.7010238312157666,0.3433359269511607
87,87,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,5,8,4,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01441308 -0.01774795 -0.03126946 ...  0.05311966  0.05311966
  0.05311966]","[  -41.21288389   -40.65299426   -40.09543191 ... 18506.09409423
 18562.74010132 18619.50903634]",[110 264 406 884],[ 5.8742165   8.50566407 13.16070976  4.91658584],[110 264 406],[ 5.8742165   8.50566407 13.16070976],[ 23.65575317 276.89381916 941.99105515],[92.1954887 34.8247363 65.3763812],[ 9.1229202 12.0799053 32.3403276],[83.0725685 22.744831  33.0360536],309.4494347299999,1.4524642368193448,0.29316647183911465
88,88,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,0,8,5,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03819762 -0.03912088 -0.02855718 ...  0.2452774   0.2452774
  0.2452774 ]","[  -41.21288389   -40.65299426   -40.09543191 ... 18506.09409423
 18562.74010132 18619.50903634]",[110 263 388],[5.85956613 8.43115383 8.19437938],[110 263 388],[5.85956613 8.43115383 8.19437938],[ 23.65575317 274.03492792 824.40349849],[ 91.9302577  57.0858125 275.935429 ],[ 9.3933018 18.6951114 78.248475 ],[ 82.5369559  38.3907011 197.686954 ],607.48702802,5.149344719833732,1.0
89,89,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,1,8,6,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01456003 -0.02077353 -0.01246103 ...  0.1328964   0.1328964
  0.1328964 ]","[  -41.21288389   -40.65299426   -40.09543191 ... 18506.09409423
 18562.74010132 18619.50903634]",[110 263 389],[5.91538952 8.57288789 9.02119602],[110 263 389],[5.91538952 8.57288789 9.02119602],[ 23.65575317 274.03492792 830.64528033],[ 90.4908198  61.9686598 142.280615 ],[ 9.5860386 20.5263423 46.11712  ],[80.9047812 41.4423175 96.163495 ],472.96425600300006,2.320417891687646,0.4506239177870714
90,90,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,3,8,7,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00919218 0.02945874 0.04350562 ... 0.0226326  0.0226326  0.0226326 ],"[  -41.21288389   -40.65299426   -40.09543191 ... 18506.09409423
 18562.74010132 18619.50903634]",[110 262 389],[ 5.8106939   8.83800284 11.00970445],[110 262 389],[ 5.8106939   8.83800284 11.00970445],[ 23.65575317 271.19672571 830.64528033],[82.1197926 58.1982768 73.620213 ],[ 6.3227226 24.1378992 29.632548 ],[75.79707   34.0603776 43.987665 ],398.98074652999986,1.2914614604859815,0.2508011272796826
91,91,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,5,8,8,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00284576  0.00748698  0.01659169 ...  0.1557121   0.1557121
  0.1557121 ]","[  -41.21288389   -40.65299426   -40.09543191 ... 18506.09409423
 18562.74010132 18619.50903634]",[110 262 338 390],[ 5.88226899  9.62154005 17.63766619  9.98114261],[110 262 390],[5.88226899 9.62154005 9.98114261],[ 23.65575317 271.19672571 836.92070505],[82.3783863 87.445694  58.691309 ],[ 7.395618 37.86101  31.54386 ],[74.9827683 49.584684  27.147449 ],514.151582347,0.5474966624774698,0.10632356003836307
92,92,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,0,8,9,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.02217175  0.01843762 -0.00222093 ...  0.06719208  0.06719208
  0.06719208]","[  -41.21288389   -40.65299426   -40.09543191 ... 18506.09409423
 18562.74010132 18619.50903634]",[110 262 390 494],[5.76604832 8.46444943 6.32918457 8.30361099],[110 262 390],[5.76604832 8.46444943 6.32918457],[ 23.65575317 271.19672571 836.92070505],[ 78.4289015  65.675387  323.0219536],[ 5.6871054 17.4781413 67.7125372],[ 72.7417961  48.1972457 255.3094164],594.1718771769998,5.2971785564086735,1.0
93,93,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,1,8,10,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04129651 -0.0356835  -0.02711414 ...  0.08969116  0.08969116
  0.08969116]","[  -41.21288389   -40.65299426   -40.09543191 ... 18506.09409423
 18562.74010132 18619.50903634]",[110 261 390],[5.84472533 8.034171   7.20480248],[110 261 390],[5.84472533 8.034171   7.20480248],[ 23.65575317 268.37911462 836.92070505],[ 76.3914984  61.7310605 189.629942 ],[ 5.7026136 16.6575816 53.018752 ],[ 70.6888848  45.0734789 136.61119  ],472.80516737699986,3.0308552464540295,0.5721640707744723
94,94,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,3,8,11,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.09699714 -0.0666535  -0.04533243 ...  0.08460617  0.08460617
  0.08460617]","[  -41.21288389   -40.65299426   -40.09543191 ... 18506.09409423
 18562.74010132 18619.50903634]",[110 262 390],[5.84627131 8.05323931 8.31576177],[110 262 390],[5.84627131 8.05323931 8.31576177],[ 23.65575317 271.19672571 836.92070505],[ 74.951648   61.4843446 143.271335 ],[ 6.115335  16.8822432 52.605972 ],[68.836313  44.6021014 90.665363 ],443.67768483988027,2.0327598959272355,0.3837438882380029
95,95,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,5,8,12,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample12.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03528501 0.02612424 0.0165998  ... 0.1752014  0.1752014  0.1752014 ],"[  -41.21288389   -40.65299426   -40.09543191 ... 18506.09409423
 18562.74010132 18619.50903634]",[110 262 325 390],[5.80450268 8.05745965 9.38428489 9.23189745],[110 262 390],[5.80450268 8.05745965 9.23189745],[ 23.65575317 271.19672571 836.92070505],[ 71.9544376  64.1207835 127.843242 ],[ 6.3136158 18.2115927 55.46584  ],[65.6408218 45.9091908 72.377402 ],474.11682909900014,1.57653403901861,0.2976176887809975
