,index,Sample,Nucleotide,Timepoint,Plate,FileNumber,filename,time,fu,nt,peak_idx,widths,loc_curated,w_curated,peak_nts,peak_area,backgd_area,peak_area_backsub,total_area,frac_intact,frac_norm
84,84,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,2.0,9,6,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03392534 0.01472165 0.00258177 ... 0.08798599 0.08798599 0.08798599],"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[110 390 501],[6.31900669 7.96241535 9.80506437],[110 390],[6.31900669 7.96241535],[ 23.33927898 851.67474127],[108.5068361 232.753033 ],[ 8.2181603 86.335656 ],[100.2886758 146.417377 ],573.98855999,0.25508762230827536,0.5348941107590488
85,85,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,3.0,9,7,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08597491 -0.09154899 -0.09187686 ...  0.2093124   0.2093124
  0.2093124 ]","[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[110 390],[6.17303082 8.87937683],[110 390],[6.17303082 8.87937683],[ 23.33927898 851.67474127],[ 95.40234253 194.43844   ],[ 2.71642511 73.827945  ],[ 92.68591742 120.610495  ],540.8988455289998,0.222981609217603,0.46757090171129856
86,86,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,4.0,9,8,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.05918384 0.03489681 0.01888    ... 0.1116562  0.1116562  0.1116562 ],"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[110 390],[ 6.20070471 10.14068874],[110 390],[ 6.20070471 10.14068874],[ 23.33927898 851.67474127],[ 97.07921433 234.656201  ],[ 5.23816322 87.52876   ],[ 91.84105111 147.127441  ],624.2087484936999,0.23570230528655425,0.4942449729597061
87,87,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,5.0,9,9,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02187045 -0.01013152  0.00862131 ...  0.173069    0.173069
  0.173069  ]","[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[110 298 390],[ 6.25777368  6.24120262 11.41662381],[110 390],[ 6.25777368 11.41662381],[ 23.33927898 851.67474127],[ 99.3013462 170.320592 ],[ 4.4598974 67.974096 ],[ 94.8414488 102.346496 ],590.07924518,0.1734453411740991,0.3636981312268472
88,88,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,18.0,9,10,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01077709 -0.03039853 -0.05234549 ...  0.1980591   0.1980591
  0.1980591 ]","[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[110 297],[  6.18973078 160.93190728],[110 390],[ 6.25777368 11.41662381],[ 23.33927898 851.67474127],[95.41334491 44.262806  ],[ 4.3903811 34.6817244],[91.02296381  9.5810816 ],497.0336254800003,0.019276525991068043,0.04042101351376128
89,89,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,24.0,9,11,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.09948182 -0.09860706 -0.08152188 ... -0.07941818 -0.07941818
 -0.07941818]","[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[110 297],[  6.19921733 189.7213847 ],[110 390],[ 6.25777368 11.41662381],[ 23.33927898 851.67474127],[96.25559688 38.2856902 ],[ 3.9333686 33.4163736],[92.32222828  4.8693166 ],585.1079946419999,0.008322081811545413,0.01745060191462778
90,90,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,0.0,10,2,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.02072722  0.00684362  0.02183941 ... -0.03845596 -0.03845596
 -0.03845596]","[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[110 389 499],[ 6.54702268  9.45823077 13.01317731],[110 389],[6.54702268 9.45823077],[ 23.31260034 856.43995302],[135.6020349 273.7938815],[ 8.7587339 61.24254  ],[126.843301  212.5513415],468.75090505990005,0.4534419863633944,1.0
91,91,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,0.5,10,3,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.03055223  0.01930354 -0.00243234 ...  0.2038307   0.2038307
  0.2038307 ]","[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[110 389 496],[ 6.44280402  9.31612542 12.89140493],[110 389],[6.44280402 9.31612542],[ 23.31260034 856.43995302],[137.59503457 333.749753  ],[10.40979429 80.34333   ],[127.18524028 253.406423  ],615.3223683399997,0.4118270942817066,0.9082244403182879
92,92,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,1.0,10,4,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05163176 -0.03948309 -0.02441788 ...  0.1971474   0.1971474
  0.1971474 ]","[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[110 389],[ 6.53719676 10.00062142],[110 389],[ 6.53719676 10.00062142],[ 23.31260034 856.43995302],[139.71967015 269.967947  ],[11.56672055 73.049504  ],[128.1529496 196.918443 ],571.5660033610002,0.34452441510176146,0.7597982221823963
93,93,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,1.5,10,5,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1393799  -0.1009799  -0.06269073 ...  0.101017    0.101017
  0.101017  ]","[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[110 389],[ 6.60791732 10.22974798],[110 389],[ 6.60791732 10.22974798],[ 23.31260034 856.43995302],[142.44857848 238.859675  ],[ 8.38875646 70.611508  ],[134.05982202 168.248167  ],545.6067746068001,0.3083689111471363,0.6800625447595967
94,94,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,2.0,10,6,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05051983 -0.04314807 -0.04762583 ...  0.07125473  0.07125473
  0.07125473]","[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[110 389],[ 6.66571388 10.76263459],[110 389],[ 6.66571388 10.76263459],[ 23.31260034 856.43995302],[146.37184601 229.059513  ],[ 9.57417307 69.783032  ],[136.79767294 159.276481  ],562.5047707199997,0.2831557869209322,0.624458685865952
95,95,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,3.0,10,7,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03768128 -0.0226734  -0.01864701 ...  0.06207657  0.06207657
  0.06207657]","[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[110 390],[ 6.55616572 11.78893562],[110 390],[ 6.55616572 11.78893562],[ 23.31260034 862.99389128],[139.63367124 179.936325  ],[12.29276398 62.481528  ],[127.34090726 117.454797  ],520.9874583399998,0.2254464961099855,0.49718928306147125
96,96,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,4.0,10,8,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.02295969  0.00939126 -0.0415704  ...  0.1029396   0.1029396
  0.1029396 ]","[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[110 388],[ 6.51252793 12.01858861],[110 388],[ 6.51252793 12.01858861],[ 23.31260034 849.92155457],[139.49620742 243.967395  ],[12.24932674 84.917404  ],[127.24688068 159.049991  ],677.8112148399994,0.2346523449564706,0.5174914366408432
97,97,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,5.0,10,9,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[-0.099275  -0.1255775 -0.147803  ...  0.0055542  0.0055542  0.0055542],"[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[110 388],[ 6.66689092 14.63072487],[110 388],[ 6.66689092 14.63072487],[ 23.31260034 849.92155457],[143.53586537 147.17764   ],[ 6.92554569 58.62156   ],[136.61031968  88.55608   ],504.94283642000005,0.17537842625485053,0.3867714757986702
98,98,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,18.0,10,10,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04302742 -0.03750701 -0.04497709 ...  0.08572769  0.08572769
  0.08572769]","[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[110 357],[  6.65251607 229.46732616],[110 388],[ 6.66689092 14.63072487],[ 23.31260034 849.92155457],[147.8223211  41.952124 ],[10.1766252 36.0891525],[137.6456959   5.8629715],546.0796418699999,0.010736476972338288,0.02367773010709673
99,99,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,24.0,10,11,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.1201    0.1508345 0.1601711 ... 0.1759377 0.1759377 0.1759377],"[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[110 225],[  6.60500739 221.89154412],[110 388],[ 6.66689092 14.63072487],[ 23.31260034 849.92155457],[145.11194546  36.4120326 ],[13.40674062 33.833973  ],[131.70520484   2.5780596 ],630.3888663200001,0.004089633776449523,0.009019089319999663
100,100,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0.0,11,2,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.01565847  0.0170924   0.02397224 ... -0.0373497  -0.0373497
 -0.0373497 ]","[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[110 395],[6.53806359 6.20241252],[110 395],[6.53806359 6.20241252],[ 23.20677598 891.12351089],[114.30796395 308.6963176 ],[ 7.08743595 64.1020632 ],[107.220528  244.5942544],464.4442458684001,0.5266385719617797,1.0
101,101,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0.5,11,3,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04186295 -0.05758158 -0.04269458 ...  0.04541016  0.04541016
  0.04541016]","[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[110 395],[6.51949113 6.78139288],[110 395],[6.51949113 6.78139288],[ 23.20677598 891.12351089],[117.68701687 232.698964  ],[ 7.86485889 79.876202  ],[109.82215798 152.822762  ],435.4662150483,0.3509405706319824,0.6663784031706884
102,102,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1.0,11,4,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.01541183 -0.00860041 -0.02639529 ...  0.5852699   0.5852699
  0.5852699 ]","[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[110 395],[6.50599692 7.06303099],[110 395],[6.50599692 7.06303099],[ 23.20677598 891.12351089],[119.2386105 275.798172 ],[ 12.3979261 100.155536 ],[106.8406844 175.642636 ],591.5871514,0.2969006943175473,0.5637655692623567
103,103,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1.5,11,5,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04811813 -0.03623847 -0.03149512 ...  0.1312332   0.1312332
  0.1312332 ]","[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[110 395],[6.56529804 7.67585882],[110 395],[6.56529804 7.67585882],[ 23.20677598 891.12351089],[122.25493367 250.032162  ],[ 8.45339369 96.369328  ],[113.80153998 153.662834  ],558.8839236300001,0.27494588322016206,0.5220769952264643
104,104,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,2.0,11,6,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03363195 -0.0216966  -0.00616211 ...  0.1906204   0.1906204
  0.1906204 ]","[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[110 395],[6.47804112 8.0602923 ],[110 395],[6.47804112 8.0602923 ],[ 23.20677598 891.12351089],[121.11329348 260.169647  ],[ 10.13258246 109.82106   ],[110.98071102 150.348587  ],548.0884618260002,0.2743144537272354,0.5208780145088642
105,105,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,3.0,11,7,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01817836 -0.00418782  0.00912074 ...  0.2552834   0.2552834
  0.2552834 ]","[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[110 396],[6.45405343 9.35522332],[110 396],[6.45405343 9.35522332],[ 23.20677598 897.83783286],[110.10799728 197.509089  ],[ 8.70955246 98.55072   ],[101.39844482  98.958369  ],516.50876798,0.19159087925460305,0.3637995571439222
106,106,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,4.0,11,8,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.1266567  0.08687884 0.0643189  ... 0.2032051  0.2032051  0.2032051 ],"[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[110 272 396],[ 6.46871188  8.79928461 10.82305023],[110 396],[ 6.46871188 10.82305023],[ 23.20677598 897.83783286],[107.25206654 205.299037  ],[  6.64519478 109.415966  ],[100.60687176  95.883071  ],526.3172845629998,0.1821773173944145,0.3459247519903192
107,107,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,5.0,11,9,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05718696 -0.06220357 -0.04466768 ...  0.2320023   0.2320023
  0.2320023 ]","[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[110 272 396],[ 6.40357751  7.62651333 19.37414564],[110 396],[ 6.40357751 19.37414564],[ 23.20677598 897.83783286],[104.2490709 229.8078627],[ 7.8153285 85.110116 ],[ 96.4337424 144.6977467],524.8899423280001,0.2756725458640611,0.5234568080289945
108,108,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,18.0,11,10,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01282545 -0.03475989 -0.04088866 ...  0.0241127   0.0241127
  0.0241127 ]","[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[110 270 363],[ 6.44869163  8.4027129  65.34610963],[110 396],[ 6.40357751 19.37414564],[ 23.20677598 897.83783286],[106.2319595  70.8080217],[ 6.3820057 66.37423  ],[99.8499538  4.4337917],523.0326060999997,0.008477084694701249,0.016096589095484
109,109,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,24.0,11,11,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00921061  0.00648744 -0.00859888 ...  0.2777977   0.2777977
  0.2777977 ]","[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[110 271 351],[ 6.37786996 10.87224487 60.07637038],[110 396],[ 6.40357751 19.37414564],[ 23.20677598 897.83783286],[106.3230378  44.6416322],[ 9.7326936 46.663382 ],[96.5903442 -2.0217498],488.7503446000001,-0.004136569564272359,-0.007854665010318628
110,110,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0.0,12,2,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00469956 -0.01141272 -0.01593774 ...  0.2915192   0.2915192
  0.2915192 ]","[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[110 395 506],[6.29448372 6.70584286 7.49274179],[110 395],[6.29448372 6.70584286],[ 23.2875797  890.89787552],[140.90735701 382.6586555 ],[ 9.14761757 93.4911215 ],[131.75973944 289.167534  ],653.2406564600001,0.442666161605798,1.0
111,111,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0.5,12,3,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00656709  0.00742698  0.01652168 ...  0.08636856  0.08636856
  0.08636856]","[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[110 395 505],[6.36940943 7.00130645 6.65461692],[110 395],[6.36940943 7.00130645],[ 23.2875797  890.89787552],[142.65995763 352.44962   ],[11.83195881 88.382016  ],[130.82799882 264.067604  ],626.7748503563001,0.4213117419275622,0.9517595390603805
112,112,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1.0,12,4,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.09194569 -0.07515534 -0.08739931 ...  0.08338928  0.08338928
  0.08338928]","[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[110 394 505],[6.37531566 7.22923202 7.77034693],[110 394],[6.37531566 7.22923202],[ 23.2875797  884.27112058],[144.5775215 397.71054  ],[  7.9619022 105.172512 ],[136.6156193 292.538028 ],675.95972591036,0.43277434555145944,0.9776540045020486
113,113,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1.5,12,5,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00741016 0.01815578 0.01719392 ... 0.05649185 0.05649185 0.05649185],"[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[110 395 506],[6.50102567 7.67055484 9.30510929],[110 395],[6.50102567 7.67055484],[ 23.2875797  890.89787552],[149.08045785 357.835167  ],[ 15.21737945 108.554704  ],[133.8630784 249.280463 ],725.0787117910002,0.343797795944468,0.7766525335872092
114,114,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,2.0,12,6,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04508362 -0.0178747   0.01945114 ...  0.08337784  0.08337784
  0.08337784]","[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[110 394 492],[ 6.50860541  8.06412243 24.58246053],[110 394],[6.50860541 8.06412243],[ 23.2875797  884.27112058],[153.2892473 316.177596 ],[ 9.98676  90.609318],[143.3024873 225.568278 ],647.3848229099999,0.34842997552223853,0.7871168066207905
115,115,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,3.0,12,7,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0061385   0.00076559 -0.0115355  ...  0.05969238  0.05969238
  0.05969238]","[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[110 393 503],[ 6.44602024  9.1397286  24.72292891],[110 393],[6.44602024 9.1397286 ],[ 23.2875797  877.67943962],[144.0070369 260.374299 ],[ 7.1023197 90.39898  ],[136.9047172 169.975319 ],638.0146746795999,0.2664128675180688,0.6018369837704336
116,116,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,4.0,12,8,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.04376544 0.02871645 0.03292381 ... 0.1449699  0.1449699  0.1449699 ],"[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[110 393 487],[ 6.42281686  9.93439925 16.58418974],[110 393],[6.42281686 9.93439925],[ 23.2875797  877.67943962],[145.8427355 232.424732 ],[10.9168178 90.48791  ],[134.9259177 141.936822 ],636.8184031389997,0.22288429684250055,0.5035042570996943
117,117,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,5.0,12,9,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01766821  0.00676753  0.02556398 ...  0.163208    0.163208
  0.163208  ]","[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[110 392 486],[ 6.45520289 10.92779942 17.89980003],[110 392],[ 6.45520289 10.92779942],[ 23.2875797  871.12273816],[145.37800413 229.359469  ],[10.20543884 91.884408  ],[135.1725653 137.475061 ],664.5391773999997,0.2068727708994815,0.4673335999956223
118,118,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,18.0,12,10,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.07890192 -0.070196   -0.05159516 ...  0.2485085   0.2485085
  0.2485085 ]","[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[110 209 360 720],[ 6.47795737 27.89178587 21.50497225 13.39062166],[110 392],[ 6.45520289 10.92779942],[ 23.2875797  871.12273816],[142.47784969  42.926553  ],[11.309221 38.416774],[131.16862869   4.509779  ],609.3060425709998,0.007401500534888409,0.016720276309440556
119,119,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,24.0,12,11,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0839861  -0.06543167 -0.05365386 ...  0.1555977   0.1555977
  0.1555977 ]","[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[110 208 359],[ 6.40950845 18.0273599  55.42718918],[110 392],[ 6.45520289 10.92779942],[ 23.2875797  871.12273816],[139.8565535  29.7059795],[10.2704336 29.0484106],[129.5861199   0.6575689],652.4386231430002,0.0010078632329157552,0.002276802069667288
120,120,hHBB_10415488_RLT-10_hHBB,PSU,0.0,13,2,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08355283 -0.08713188 -0.0882947  ... -0.05666733 -0.05666733
 -0.05666733]","[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[110 397 511],[ 6.29228247  7.07697853 12.2420831 ],[110 397],[6.29228247 7.07697853],[ 23.31702844 897.3052181 ],[ 95.68058491 313.6288869 ],[ 3.96672297 79.8763832 ],[ 91.71386194 233.7525037 ],454.31044833133006,0.51452152280135,1.0
121,121,hHBB_10415488_RLT-10_hHBB,PSU,0.5,13,3,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00962811  0.01383554  0.00549559 ... -0.03351974 -0.03351974
 -0.03351974]","[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[110 398 513],[ 6.26875448  7.79879828 13.98520402],[110 398],[6.26875448 7.79879828],[ 23.31702844 903.99714765],[ 94.78458795 353.319016  ],[ 5.7848532 92.286264 ],[ 88.99973475 261.032752  ],543.9027473123001,0.47992541550837087,0.9327606217430554
122,122,hHBB_10415488_RLT-10_hHBB,PSU,1.0,13,4,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02324613 -0.02879826 -0.00831617 ...  0.1229744   0.1229744
  0.1229744 ]","[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[110 397 509],[ 6.20531203  8.13160816 14.31941679],[110 397],[6.20531203 8.13160816],[ 23.31702844 897.3052181 ],[ 98.22610762 365.573361  ],[  5.10701884 106.498368  ],[ 93.11908878 259.074993  ],608.9673418315999,0.4254333117778967,0.826852314090952
123,123,hHBB_10415488_RLT-10_hHBB,PSU,1.5,13,5,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01341788 -0.01468114 -0.01644077 ...  0.191494    0.191494
  0.191494  ]","[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[110 359 397 511],[ 6.21955999  4.96460696  8.58376988 19.33664151],[110 397],[6.21955999 8.58376988],[ 23.31702844 897.3052181 ],[ 97.02916607 372.107535  ],[  4.20798749 122.379633  ],[ 92.82117858 249.727902  ],648.7528905658999,0.3849353207230648,0.7481423102132956
