,Sample,Nucleotide,Timepoint,Plate,FileNumber,filename,nts,times,fu,peak_index,peak_nts,peak_widths,peak_area,background_area,peak_area_backsub,total_area,total_mRNA,fraction_intact,fraction_norm
86,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,4.0,9,8,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample8.csv,"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.05918384 0.03489681 0.01888    ... 0.1116562  0.1116562  0.1116562 ],"[110, 390]",[ 23.33927898 851.67474127],"[6.200704708125798, 10.140688738383233]",[ 98.18748195 254.009534  ],[-7.1592280e-02  9.7162928e+01],[ 98.25907423 156.846606  ],520.0102051,421.751130866,0.3718937414060753,0.3646395304873081
87,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,5.0,9,9,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample9.csv,"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02187045 -0.01013152  0.00862131 ...  0.173069    0.173069
  0.173069  ]","[110, 390]",[ 23.33927898 851.67474127],"[6.257773681364654, 11.4166238134369]",[100.51232115 181.8422472 ],[ 1.3526905 81.609262 ],[ 99.15963065 100.2329852 ],482.2660185,383.10638785,0.26163224727864587,0.25652881236270847
88,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,18.0,9,10,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample10.csv,"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01077709 -0.03039853 -0.05234549 ...  0.1980591   0.1980591
  0.1980591 ]","[110, 390]",[ 23.33927898 851.67474127],"[6.257773681364654, 11.4166238134369]",[96.93407691 51.347466  ],[-0.2437132 42.059689 ],[97.17779011  9.287777  ],379.25227169999994,282.0744815899999,0.03292668286633579,0.03228441042188788
89,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,24.0,9,11,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample11.csv,"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.09948182 -0.09860706 -0.08152188 ... -0.07941818 -0.07941818
 -0.07941818]","[110, 390]",[ 23.33927898 851.67474127],"[6.257773681364654, 11.4166238134369]",[96.97800672 44.8312368 ],[-3.075861   41.20683525],[100.05386772   3.62440155],461.1630808,361.109213084,0.010036857046781872,0.009841076720650033
90,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,0.0,10,2,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample2.csv,"[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.02072722  0.00684362  0.02183941 ... -0.03845596 -0.03845596
 -0.03845596]","[110, 389]",[ 23.31260034 856.43995302],"[6.547022682127391, 9.458230765986684]",[137.78827286 300.0338405 ],[ 1.34524467 25.4845765 ],[136.44302819 274.549264  ],331.45629013390004,195.01326194390006,1.4078491958099768,1.0
91,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,0.5,10,3,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample3.csv,"[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.03055223  0.01930354 -0.00243234 ...  0.2038307   0.2038307
  0.2038307 ]","[110, 389]",[ 23.31260034 856.43995302],"[6.442804019063601, 9.316125418972263]",[140.94310837 364.597272  ],[ 0.3535957 45.134266 ],[140.58951267 319.463006  ],469.73154550000004,329.14203283000006,0.9705931608103084,0.6894155735564403
92,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,1.0,10,4,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample4.csv,"[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05163176 -0.03948309 -0.02441788 ...  0.1971474   0.1971474
  0.1971474 ]","[110, 389]",[ 23.31260034 856.43995302],"[6.537196763237986, 10.000621420951461]",[142.40526368 294.456818  ],[ 0.88717155 48.599904  ],[141.51809213 245.856914  ],426.1503853,284.63229317049996,0.8637702744878888,0.6135389195509229
93,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,1.5,10,5,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample5.csv,"[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1393799  -0.1009799  -0.06269073 ...  0.101017    0.101017
  0.101017  ]","[110, 389]",[ 23.31260034 856.43995302],"[6.607917322594389, 10.229747982507604]",[143.76979069 260.5334212 ],[-0.55345731 53.0971568 ],[144.323248  207.4362644],403.46534575679993,259.1420977567999,0.80047304623842,0.5685786862831459
94,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,2.0,10,6,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample6.csv,"[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05051983 -0.04314807 -0.04762583 ...  0.07125473  0.07125473
  0.07125473]","[110, 389]",[ 23.31260034 856.43995302],"[6.665713878612237, 10.762634593751159]",[148.4451835 248.9366844],[ 0.88614407 57.9511251 ],[147.55903943 190.9855593 ],414.740923,267.18188356950003,0.7148147799112298,0.5077353327605347
95,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,3.0,10,7,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample7.csv,"[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03768128 -0.0226734  -0.01864701 ...  0.06207657  0.06207657
  0.06207657]","[110, 390]",[ 23.31260034 862.99389128],"[6.55616571721508, 11.788935618154028]",[143.10697982 194.4561516 ],[-0.09049646 62.5264974 ],[143.19747628 131.9296542 ],373.00563260000007,229.80815632500006,0.5740860390238806,0.40777523667482873
96,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,4.0,10,8,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample8.csv,"[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.02295969  0.00939126 -0.0415704  ...  0.1029396   0.1029396
  0.1029396 ]","[110, 388]",[ 23.31260034 849.92155457],"[6.512527934674921, 12.018588606044261]",[142.59549293 261.9363757 ],[ 0.30827664 92.737632  ],[142.28721629 169.1987437 ],527.7731357,385.48591941,0.43892327885533344,0.3117686753394124
97,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,5.0,10,9,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample9.csv,"[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[-0.099275  -0.1255775 -0.147803  ...  0.0055542  0.0055542  0.0055542],"[110, 388]",[ 23.31260034 849.92155457],"[6.666890917542375, 14.630724874274563]",[144.796049  158.4295333],[-2.06359996 71.599698  ],[146.85964897  86.8298353 ],358.6980602,211.83841123499994,0.4098871153431971,0.2911441911272159
98,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,18.0,10,10,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample10.csv,"[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04302742 -0.03750701 -0.04497709 ...  0.08572769  0.08572769
  0.08572769]","[110, 388]",[ 23.31260034 849.92155457],"[6.666890917542375, 14.630724874274563]",[150.59314447  48.2528599 ],[ 1.8105213  48.17868525],[1.48782623e+02 7.41746500e-02],367.96377300000006,219.1811498300001,0.0003384171041055634,0.00024037880272457886
99,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,24.0,10,11,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample11.csv,"[ -124.57847391  -122.61018856  -120.65969632 ... 15802.83483449
 15842.14607622 15881.50245107]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.1201    0.1508345 0.1601711 ... 0.1759377 0.1759377 0.1759377],"[110, 388]",[ 23.31260034 849.92155457],"[6.666890917542375, 14.630724874274563]",[148.57312086  43.8705219 ],[-0.23948032 47.2985145 ],[148.81260119  -3.4279926 ],439.95685560000004,291.14425441500003,-0.011774206593524891,-0.008363258386315195
100,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0.0,11,2,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample2.csv,"[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.01565847  0.0170924   0.02397224 ... -0.0373497  -0.0373497
 -0.0373497 ]","[110, 395]",[ 23.20677598 891.12351089],"[6.538063594833801, 6.2024125249826625]",[115.71975877 338.9948296 ],[-0.39432257 30.871026  ],[116.11408133 308.1238036 ],360.70077799010005,244.58669665980005,1.2597733556562765,1.0
101,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0.5,11,3,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample3.csv,"[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04186295 -0.05758158 -0.04269458 ...  0.04541016  0.04541016
  0.04541016]","[110, 395]",[ 23.20677598 891.12351089],"[6.519491130374334, 6.7813928769331255]",[119.7680488 266.528045 ],[-0.23850893 56.373282  ],[120.00655773 210.154763  ],323.93236779430003,203.92581006630004,1.030545191565868,0.8180401553492196
102,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1.0,11,4,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample4.csv,"[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.01541183 -0.00860041 -0.02639529 ...  0.5852699   0.5852699
  0.5852699 ]","[110, 395]",[ 23.20677598 891.12351089],"[6.505996918282705, 7.0630309869195]",[123.0792043 307.286768 ],[ 3.51955275 81.0055055 ],[119.55965155 226.2812625 ],461.2563535999999,341.6967020499999,0.6622284064857278,0.5256726565237929
103,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1.5,11,5,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample5.csv,"[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04811813 -0.03623847 -0.03149512 ...  0.1312332   0.1312332
  0.1312332 ]","[110, 395]",[ 23.20677598 891.12351089],"[6.56529804158771, 7.67585882034507]",[124.69153189 277.27176   ],[ 1.51236645 90.296892  ],[123.17916544 186.974868  ],436.5478902,313.36872475999996,0.5966609084655738,0.4736255976415254
104,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,2.0,11,6,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample6.csv,"[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03363195 -0.0216966  -0.00616211 ...  0.1906204   0.1906204
  0.1906204 ]","[110, 395]",[ 23.20677598 891.12351089],"[6.478041121977128, 8.060292299082846]",[123.74471672 283.843804  ],[ -0.4760785 101.325094 ],[124.22079522 182.51871   ],427.53091736,303.31012214,0.6017560795935262,0.47767011176390733
105,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,3.0,11,7,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample7.csv,"[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01817836 -0.00418782  0.00912074 ...  0.2552834   0.2552834
  0.2552834 ]","[110, 396]",[ 23.20677598 897.83783286],"[6.454053429599057, 9.355223321865594]",[112.61831228 214.798762  ],[  2.4087178 108.9732449],[110.20959448 105.8255171 ],401.5973564,291.38776192,0.3631776310806567,0.28828807138206225
106,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,4.0,11,8,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample8.csv,"[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.1266567  0.08687884 0.0643189  ... 0.2032051  0.2032051  0.2032051 ],"[110, 396]",[ 23.20677598 897.83783286],"[6.46871187779108, 10.823050227382112]",[108.60281387 218.234917  ],[ -1.1205026 133.8073473],[109.72331647  84.4275697 ],419.31070416000006,309.58738769000007,0.27270997804516545,0.21647542934665237
107,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,5.0,11,9,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample9.csv,"[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05718696 -0.06220357 -0.04466768 ...  0.2320023   0.2320023
  0.2320023 ]","[110, 396]",[ 23.20677598 897.83783286],"[6.403577508857879, 19.374145638551624]",[106.10966125 240.9606193 ],[ -1.6756522  118.87632995],[107.78531345 122.08428935],416.2959009,308.51058745,0.3957215548389763,0.3141212290784051
108,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,18.0,11,10,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample10.csv,"[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01282545 -0.03475989 -0.04088866 ...  0.0241127   0.0241127
  0.0241127 ]","[110, 396]",[ 23.20677598 897.83783286],"[6.403577508857879, 19.374145638551624]",[107.901411   77.1230293],[ 2.142271   93.35077645],[105.75914    -16.22774715],398.7080642000001,292.9489242000001,-0.055394458929369846,-0.043971765778862824
109,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,24.0,11,11,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample11.csv,"[ -130.8578437   -128.80992798  -126.78023653 ... 15846.77017281
 15886.51275525 15926.30240127]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00921061  0.00648744 -0.00859888 ...  0.2777977   0.2777977
  0.2777977 ]","[110, 396]",[ 23.20677598 897.83783286],"[6.403577508857879, 19.374145638551624]",[109.1734585  50.162123 ],[ 3.964637  67.7615236],[105.2088215 -17.5994006],357.5910962,252.38227469999998,-0.0697331087174008,-0.055353693903990746
110,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0.0,12,2,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample2.csv,"[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00469956 -0.01141272 -0.01593774 ...  0.2915192   0.2915192
  0.2915192 ]","[110, 395]",[ 23.2875797  890.89787552],"[6.2944837239468825, 6.705842856540926]",[143.38325843 429.7297065 ],[ 0.2111791  36.51450075],[143.17207933 393.21520575],507.81540046,364.64332113,1.0783557053272173,1.0
111,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0.5,12,3,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample3.csv,"[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00656709  0.00742698  0.01652168 ...  0.08636856  0.08636856
  0.08636856]","[110, 395]",[ 23.2875797  890.89787552],"[6.3694094301962, 7.001306453841266]",[145.91412447 387.369769  ],[-0.62012421 46.588938  ],[146.53424868 340.780831  ],480.92860415999996,334.39435547999994,1.019098634337989,0.9450486785608028
112,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1.0,12,4,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample4.csv,"[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.09194569 -0.07515534 -0.08739931 ...  0.08338928  0.08338928
  0.08338928]","[110, 394]",[ 23.2875797  884.27112058],"[6.375315655536667, 7.229232020199618]",[146.12699614 433.995619  ],[-2.537985 61.940449],[148.66498114 372.05517   ],534.5285458060001,385.8635646660001,0.9642143080341038,0.8941523685280839
113,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1.5,12,5,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample5.csv,"[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00741016 0.01815578 0.01719392 ... 0.05649185 0.05649185 0.05649185],"[110, 395]",[ 23.2875797  890.89787552],"[6.501025672586124, 7.670554844633841]",[153.15290031 391.9257    ],[ 0.27489809 82.302396  ],[152.87800222 309.623304  ],568.0538419,415.17583967499996,0.7457642627817009,0.6915753856519965
114,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,2.0,12,6,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample6.csv,"[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04508362 -0.0178747   0.01945114 ...  0.08337784  0.08337784
  0.08337784]","[110, 394]",[ 23.2875797  884.27112058],"[6.5086054125142425, 8.064122426140614]",[155.97453569 338.33731   ],[-0.51386391 75.6235324 ],[156.4883996 262.7137776],493.76896242,337.280562817,0.7789176328626504,0.7223197586980772
115,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,3.0,12,7,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample7.csv,"[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0061385   0.00076559 -0.0115355  ...  0.05969238  0.05969238
  0.05969238]","[110, 393]",[ 23.2875797  877.67943962],"[6.446020242346179, 9.139728600828846]",[145.65907787 279.6688262 ],[-0.1716775 86.2198362],[145.83075537 193.44899   ],487.9515632,342.12080782500004,0.5654405858264898,0.5243544250131379
116,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,4.0,12,8,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample8.csv,"[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.04376544 0.02871645 0.03292381 ... 0.1449699  0.1449699  0.1449699 ],"[110, 393]",[ 23.2875797  877.67943962],"[6.422816856742784, 9.934399245766997]",[148.56087889 250.8545444 ],[ 0.7887734 93.90453  ],[147.77210549 156.9500144 ],483.44993,335.67782450999994,0.46756146203314186,0.43358741435996256
117,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,5.0,12,9,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample9.csv,"[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01766821  0.00676753  0.02556398 ...  0.163208    0.163208
  0.163208  ]","[110, 392]",[ 23.2875797  871.12273816],"[6.4552028948964875, 10.927799423658826]",[148.37881157 244.2189555 ],[  1.13225234 103.1140341 ],[147.24655923 141.1049214 ],510.82666020000005,363.58010096600003,0.38809858137201886,0.35989848197098734
118,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,18.0,12,10,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample10.csv,"[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.07890192 -0.070196   -0.05159516 ...  0.2485085   0.2485085
  0.2485085 ]","[110, 392]",[ 23.2875797  871.12273816],"[6.4552028948964875, 10.927799423658826]",[145.39237731  51.0444577 ],[-1.3818591  48.59575875],[146.77423641   2.44869895],442.84986430000004,296.075627893,0.008270518473357578,0.007669564349221822
119,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,24.0,12,11,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample11.csv,"[ -100.46710775   -98.92792786   -97.40158817 ... 16435.61941012
 16479.47700435 16523.40154084]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0839861  -0.06543167 -0.05365386 ...  0.1555977   0.1555977
  0.1555977 ]","[110, 392]",[ 23.2875797  871.12273816],"[6.4552028948964875, 10.927799423658826]",[142.43258016  37.0090816 ],[-1.21111964 39.0466527 ],[143.6436998  -2.0375711],482.33954030000007,338.69584049700006,-0.006015931866804394,-0.005578800981053756
120,hHBB_10415488_RLT-10_hHBB,PSU,0.0,13,2,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample2.csv,"[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08355283 -0.08713188 -0.0882947  ... -0.05666733 -0.05666733
 -0.05666733]","[110, 397]",[ 23.31702844 897.3052181 ],"[6.292282472305104, 7.0769785335373285]",[ 96.49470971 350.3402399 ],[-1.0112508  33.44861135],[ 97.50596051 316.89162855],363.10325664333004,265.59729612933006,1.1931282176746731,1.0
121,hHBB_10415488_RLT-10_hHBB,PSU,0.5,13,3,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample3.csv,"[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00962811  0.01383554  0.00549559 ... -0.03351974 -0.03351974
 -0.03351974]","[110, 398]",[ 23.31702844 903.99714765],"[6.268754479165281, 7.798798276150023]",[ 96.27254197 393.73453   ],[-1.419702 49.411152],[ 97.69224397 344.323378  ],448.95257906899997,351.260335099,0.980251237028955,0.8215808012146414
122,hHBB_10415488_RLT-10_hHBB,PSU,1.0,13,4,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample4.csv,"[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02324613 -0.02879826 -0.00831617 ...  0.1229744   0.1229744
  0.1229744 ]","[110, 397]",[ 23.31702844 897.3052181 ],"[6.205312027338735, 8.1316081606264]",[ 99.63162425 403.566439  ],[ 0.1086724 67.033525 ],[ 99.52295185 336.532914  ],509.77478315,410.2518313,0.8203081335032666,0.6875272257846622
123,hHBB_10415488_RLT-10_hHBB,PSU,1.5,13,5,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample5.csv,"[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01341788 -0.01468114 -0.01644077 ...  0.191494    0.191494
  0.191494  ]","[110, 397]",[ 23.31702844 897.3052181 ],"[6.219559993559571, 8.583769875772134]",[ 97.88116408 410.313028  ],[ 0.37134713 93.146058  ],[ 97.50981695 317.16697   ],551.2266758699999,453.7168589239999,0.6990416242239023,0.5858897760261571
124,hHBB_10415488_RLT-10_hHBB,PSU,2.0,13,6,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample6.csv,"[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.008094   -0.0256012  -0.01848978 ...  0.1014214   0.1014214
  0.1014214 ]","[110, 398]",[ 23.31702844 903.99714765],"[6.282066018642325, 9.505991052962543]",[ 98.18617862 301.978136  ],[ 0.7907927 81.47259  ],[ 97.39538592 220.505546  ],428.57839263,331.18300671,0.6658117763665495,0.5580387476411982
125,hHBB_10415488_RLT-10_hHBB,PSU,3.0,13,7,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample7.csv,"[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1433029  -0.1402195  -0.1194265  ...  0.08254623  0.08254623
  0.08254623]","[110, 399]",[ 23.31702844 910.7245928 ],"[6.194581348434497, 10.34786572868336]",[ 90.0025506 260.6012254],[ 0.3204148 75.5677712],[ 89.6821358 185.0334542],385.4208484999999,295.7387126999999,0.625665312838836,0.5243906761824942
126,hHBB_10415488_RLT-10_hHBB,PSU,4.0,13,8,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample8.csv,"[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05544152 -0.03125869 -0.0277913  ...  0.0616684   0.0616684
  0.0616684 ]","[110, 398]",[ 23.31702844 903.99714765],"[6.149807995296001, 11.812595069295696]",[ 90.77396262 234.2906858 ],[ 0.5155184 84.0104658],[ 90.25844422 150.28022   ],387.6227199000001,297.3642756800001,0.5053741565167689,0.42357070181586115
127,hHBB_10415488_RLT-10_hHBB,PSU,5.0,13,9,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample9.csv,"[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01094834 -0.00862839 -0.02003148 ...  0.0896759   0.0896759
  0.0896759 ]","[110, 399]",[ 23.31702844 910.7245928 ],"[6.1225441330509796, 13.661856751612106]",[ 88.4399716 221.2942459],[-0.18138035 93.685956  ],[ 88.62135195 127.6082899 ],398.4176618000001,309.79630985500006,0.4119102966711481,0.3452355669484824
