,Sample,Nucleotide,Timepoint,Plate,FileNumber,FileName,peak_nts,start_nt,end_nt,p4p6_area,peak_area,peak_background_area,lane_background_area
191,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0.5,20,3,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample3.csv,[ 23.62262713 867.09018588],767.0901858841688,967.0901858841688,113.20416328306563,3280.2323449979094,506.8807592014024,3728.080114057474
192,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,1.0,20,4,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample4.csv,[ 23.62262713 867.09018588],767.0901858841688,967.0901858841688,116.03191173368977,2630.312329672245,444.9074608264932,3139.3273477129137
193,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,2.0,20,6,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample6.csv,[ 23.62262713 867.09018588],767.0901858841688,967.0901858841688,115.20351578683366,1750.1868498486317,537.3111389361263,2318.4046305159704
194,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,3.0,20,7,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample7.csv,[ 23.62262713 867.09018588],767.0901858841688,967.0901858841688,98.95488223775862,3203.345299422419,1081.5297817675494,4795.890177086029
195,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,4.0,20,8,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample8.csv,[ 23.62262713 867.09018588],767.0901858841688,967.0901858841688,100.46166790453167,1529.0609572944418,599.2087765298961,2521.727682576203
196,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,5.0,20,9,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample9.csv,[ 23.62262713 867.09018588],767.0901858841688,967.0901858841688,95.03809437358288,1305.1373345641155,628.962480407496,2315.482568699843
197,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,18.0,20,10,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample10.csv,[ 23.62262713 867.09018588],767.0901858841688,967.0901858841688,96.10203066439291,244.5109218270057,231.00948001895807,1265.016406668824
198,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,24.0,20,11,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample11.csv,[ 23.62262713 867.09018588],767.0901858841688,967.0901858841688,96.9174916242269,205.39086169796013,218.02423913377734,1339.0582205566068
199,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0.0,21,2,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample2.csv,[ 23.47300349 830.0332    ],730.0331999975779,930.0331999975779,141.24053188507594,1635.6009543930556,211.86878498848154,1823.0326957060502
200,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0.5,21,3,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample3.csv,[ 23.47300349 830.0332    ],730.0331999975779,930.0331999975779,140.65025550404738,1732.7753728059483,185.46462946176132,2037.8180980252953
201,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1.0,21,4,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample4.csv,[ 23.47300349 830.0332    ],730.0331999975779,930.0331999975779,141.03851509993234,1527.836000239774,191.6032116618646,1831.0993026731958
202,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1.5,21,5,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample5.csv,[ 23.47300349 830.0332    ],730.0331999975779,930.0331999975779,146.95897292732133,1422.7104250304371,179.43602240545752,1836.601613339936
203,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,2.0,21,6,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample6.csv,[ 23.47300349 830.0332    ],730.0331999975779,930.0331999975779,147.18147484269494,1625.5148888197155,247.83998210128937,2189.352907822498
204,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,3.0,21,7,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample7.csv,[ 23.47300349 830.0332    ],730.0331999975779,930.0331999975779,152.1972740708629,1244.6271894931763,280.00109861119535,1963.2936690135732
205,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,4.0,21,8,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample8.csv,[ 23.47300349 830.0332    ],730.0331999975779,930.0331999975779,151.4757131895572,1061.7133147484171,340.67355611173167,1846.8299010104008
206,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,5.0,21,9,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample9.csv,[ 23.47300349 830.0332    ],730.0331999975779,930.0331999975779,155.87961458743885,1037.1428317763284,389.9464591136129,1938.4936791030113
207,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,18.0,21,10,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample10.csv,[ 23.47300349 830.0332    ],730.0331999975779,930.0331999975779,151.16098988307607,138.18735195393612,115.91121726669992,1072.9641080365914
208,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,24.0,21,11,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample11.csv,[ 23.47300349 830.0332    ],730.0331999975779,930.0331999975779,141.47320460589245,52.61506591322602,50.04977343133239,853.8282435431629
209,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0.0,22,2,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample2.csv,[ 23.82753413 919.78530327],819.7853032668525,1019.7853032668525,61.274354700801645,2707.333406913058,414.1095490203678,2985.6890730431965
210,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0.5,22,3,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample3.csv,[ 23.82753413 919.78530327],819.7853032668525,1019.7853032668525,59.20322938704787,1646.7754931773702,378.24125616406354,1947.6461195138663
211,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1.0,22,4,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample4.csv,[ 23.82753413 919.78530327],819.7853032668525,1019.7853032668525,63.05476908806465,1746.2283751507082,434.6755724091164,2262.112712052484
212,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1.5,22,5,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample5.csv,[ 23.82753413 919.78530327],819.7853032668525,1019.7853032668525,60.4099583913537,1355.7150005602934,409.32994434362183,1866.6943619567453
213,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,2.0,22,6,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample6.csv,[ 23.82753413 919.78530327],819.7853032668525,1019.7853032668525,62.18160598276787,1157.1123515952056,412.6295533860121,1795.8735098397306
214,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,3.0,22,7,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample7.csv,[ 23.82753413 919.78530327],819.7853032668525,1019.7853032668525,58.45319827579839,1598.1603536455157,645.5160200142553,2786.878341136882
215,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,4.0,22,8,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample8.csv,[ 23.82753413 919.78530327],819.7853032668525,1019.7853032668525,57.9358748350185,1852.962439936964,911.2707283004577,3815.8247085790326
216,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,5.0,22,9,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample9.csv,[ 23.82753413 919.78530327],819.7853032668525,1019.7853032668525,57.01652786157717,1166.5603571801996,653.951504978183,2615.1899922501375
217,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,18.0,22,10,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample10.csv,[ 23.82753413 919.78530327],819.7853032668525,1019.7853032668525,58.300502320951416,229.3692924070043,227.87070228361281,1782.2419600014118
218,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,24.0,22,11,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample11.csv,[ 23.82753413 919.78530327],819.7853032668525,1019.7853032668525,55.95275344038643,143.99753055524124,143.45544605134137,1320.526670250409
219,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,0.0,23,2,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample2.csv,[ 23.62186383 826.64959691],726.6495969096487,926.6495969096487,125.06890116556204,1730.7393810982126,305.4548968460245,2047.245689966205
220,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,0.5,23,3,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample3.csv,[ 23.62186383 826.64959691],726.6495969096487,926.6495969096487,123.46370690292794,1962.5009894251823,383.05946268303967,2503.442205393801
221,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,1.0,23,4,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample4.csv,[ 23.62186383 826.64959691],726.6495969096487,926.6495969096487,124.15185543465387,1430.807365147688,369.42583128115314,2020.3444174991935
222,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,1.5,23,5,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample5.csv,[ 23.62186383 826.64959691],726.6495969096487,926.6495969096487,127.63628842570851,2138.1407658778676,555.5619966812889,3485.5570797890164
223,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,2.0,23,6,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample6.csv,[ 23.62186383 826.64959691],726.6495969096487,926.6495969096487,131.65054670960916,1671.8231932951871,540.1461529802764,3020.797495842012
224,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,3.0,23,7,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample7.csv,[ 23.62186383 826.64959691],726.6495969096487,926.6495969096487,131.45658495341132,732.2874401625731,352.0160488964279,1632.0216037186597
225,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,4.0,23,8,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample8.csv,[ 23.62186383 826.64959691],726.6495969096487,926.6495969096487,127.05440477013566,641.4909831316155,335.9056950304162,1690.8343103882419
226,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,5.0,23,9,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample9.csv,[ 23.62186383 826.64959691],726.6495969096487,926.6495969096487,128.8993788723401,702.7206950756492,383.1465939440257,2170.6349368501124
227,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,18.0,23,10,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample10.csv,[ 23.62186383 826.64959691],726.6495969096487,926.6495969096487,129.92996001265576,90.64241419733379,95.01104433766974,862.9722096073781
228,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,24.0,23,11,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample11.csv,[ 23.62186383 826.64959691],726.6495969096487,926.6495969096487,127.41536623377574,41.955099554170964,51.21114564441791,578.3718141448202
229,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,0.0,24,2,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample2.csv,[ 23.6014075  859.13255274],759.1325527413005,959.1325527413005,92.20114661515302,1735.6982336961646,171.523302170287,1851.0051699395758
230,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,0.5,24,3,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample3.csv,[ 23.6014075  859.13255274],759.1325527413005,959.1325527413005,95.46748441310427,2046.410588837434,288.99729984627766,2407.8203311351344
231,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,1.0,24,4,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample4.csv,[ 23.6014075  859.13255274],759.1325527413005,959.1325527413005,95.85063141066571,1761.4430640741848,301.9051628046428,2177.013042218286
232,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,1.5,24,5,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample5.csv,[ 23.6014075  859.13255274],759.1325527413005,959.1325527413005,96.34174104029144,1519.29454560764,344.5221238418601,2054.1109820957677
233,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,2.0,24,6,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample6.csv,[ 23.6014075  859.13255274],759.1325527413005,959.1325527413005,101.37250940026898,1250.2449291563971,323.1022525665695,1725.147655922228
234,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,3.0,24,7,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample7.csv,[ 23.6014075  859.13255274],759.1325527413005,959.1325527413005,91.67263314203706,1875.7611684558478,532.5889935031664,2906.6830193952787
235,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,4.0,24,8,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample8.csv,[ 23.6014075  859.13255274],759.1325527413005,959.1325527413005,89.39382136455829,2748.8684774067674,903.0528209032425,4553.6653984273535
236,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,5.0,24,9,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample9.csv,[ 23.6014075  859.13255274],759.1325527413005,959.1325527413005,87.41885986374378,911.8743840070226,355.71361028916135,1654.8045227418147
237,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,18.0,24,10,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample10.csv,[ 23.6014075  859.13255274],759.1325527413005,959.1325527413005,79.22439279075942,368.9843187863698,303.45927807334976,1606.1566112818819
238,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,24.0,24,11,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample11.csv,[ 23.6014075  859.13255274],759.1325527413005,959.1325527413005,83.58002526078076,242.2193317726624,218.2816226119058,1338.066238180821
